name,category,price,quantity
ProFix Multi-Purpose Wood Glue (ml),Paint & Adhesives,33.47,50
HardPro Quick-Fit Pruning Shears,Garden,62.31,39
ToolMight Quick-Fit Jigsaw,Power Tools,281.34,3
ToolMight Galvanized Lockset,Hardware,71.41,56
HardPro Eco Nails Pack,Consumables,12.2,334
BrightBuild Stainless Zip Ties Pack,Consumables,9.87,59
SureGrip Industrial Jigsaw 1/2inch,Power Tools,193.26,2
Voltix Stainless Handsaw,Tools,117.37,12
MasterCraft Industrial Door Handle,Hardware,45.17,8
MasterCraft Premium Circuit Breaker,Electrical,63.37,28
MasterCraft Stainless Work Gloves 25mm,Safety,16.6,22
Voltix Heavy-Duty Washer 300mm,Fasteners,13.83,78
HardPro Multi-Purpose Epoxy (ml),Paint & Adhesives,57.98,7
Voltix Multi-Purpose Sprayer 20mm,Garden,112.12,29
SureGrip Industrial Handsaw 25mm,Tools,154.87,22
Voltix Multi-Purpose Door Handle,Hardware,20.57,38
ProFix Eco Sprayer,Garden,60.02,39
BrightBuild Compact Socket Outlet,Electrical,105.27,113
SureGrip Galvanized Work Gloves,Safety,5.69,127
IronWorks Galvanized Chisel 250mm,Tools,96.11,53
AquaFlow Quick-Fit LED Bulb,Electrical,53.51,78
MasterCraft Quick-Fit Sprayer,Garden,82.21,45
ProFix Stainless Garden Fork,Garden,78.97,32
HardPro Multi-Purpose Silicone Sealant (ml),Paint & Adhesives,49.95,68
ProFix Heavy-Duty Angle Grinder,Power Tools,277.25,20
BrightBuild Heavy-Duty Sandpaper Pack,Consumables,11.83,466
Voltix Heavy-Duty Dust Mask,Safety,4.18,122
ToolMight Galvanized Hinge 12mm,Hardware,58.03,15
SecureHold Compact Exterior Paint (L),Paint & Adhesives,37.06,42
SecureHold Compact Lockset,Hardware,15.76,71
IronWorks Premium Door Handle 12mm,Hardware,70.36,10
HardPro Compact Sprayer,Garden,104.35,4
SecureHold Premium Garden Fork,Garden,93.99,9
MasterCraft Multi-Purpose Exterior Paint (L),Paint & Adhesives,64.3,61
HardPro Premium Wood Glue (ml),Paint & Adhesives,40.61,37
HardPro Precision Ear Protection 12mm,Safety,54.07,23
ToolMight Eco Work Gloves 25mm,Safety,11.2,129
IronWorks Heavy-Duty Cable Clips Pack,Consumables,3.56,186
MasterCraft Galvanized Nut,Fasteners,11.34,164
BrightBuild Quick-Fit Hose Reel,Garden,94.32,34
AquaFlow Industrial Wood Glue (ml),Paint & Adhesives,22.71,45
Voltix Heavy-Duty Handsaw,Tools,53.86,27
IronWorks Compact Hammer 25mm,Tools,106.47,12
Voltix Industrial Pruning Shears,Garden,102.25,16
BrightBuild Stainless Hose Reel 1/2inch,Garden,111.81,32
BrightBuild Eco Chisel 20mm,Tools,5.16,32
BrightBuild Industrial Ball Valve 32mm,Plumbing,81.52,57
MasterCraft Multi-Purpose Interior Paint (L),Paint & Adhesives,40.49,18
BrightBuild Compact Exterior Paint (L),Paint & Adhesives,20.89,18
Voltix Multi-Purpose Pipe (m),Plumbing,17.26,40
SureGrip Industrial Tape Measure,Tools,82.45,31
SureGrip Precision Switch 250mm,Electrical,7.76,83
AquaFlow Precision Pruning Shears,Garden,54.51,9
SecureHold Stainless Pipe (m),Plumbing,80.46,71
BrightBuild Galvanized Nut,Fasteners,9.59,157
ProFix Compact Lockset,Hardware,22.44,50
HardPro Galvanized Wire (m),Electrical,39.83,44
Voltix Eco Jigsaw,Power Tools,99.63,15
SureGrip Quick-Fit Adjustable Wrench,Tools,94.5,45
AquaFlow Stainless Drill,Power Tools,184.6,5
IronWorks Multi-Purpose Pliers 1/2inch,Tools,31.85,34
AquaFlow Eco Screw 32mm,Fasteners,0.64,95
SureGrip Multi-Purpose Circular Saw 12mm,Power Tools,317.08,13
HardPro Compact Pliers,Tools,16.01,24
BrightBuild Premium Exterior Paint (L),Paint & Adhesives,29.46,65
Voltix Multi-Purpose Door Handle,Hardware,70.01,11
Voltix Premium Ball Valve,Plumbing,10.43,80
BrightBuild Industrial Impact Driver 1/4inch,Power Tools,45.8,20
HardPro Industrial Epoxy (ml),Paint & Adhesives,34.47,55
AquaFlow Multi-Purpose Circuit Breaker,Electrical,67.75,107
ProFix Multi-Purpose Work Gloves,Safety,48.79,91
MasterCraft Compact Pruning Shears,Garden,94.18,46
IronWorks Precision LED Bulb 250mm,Electrical,69.44,115
HardPro Industrial Door Handle,Hardware,81.98,80
SecureHold Industrial Pruning Shears,Garden,69.84,52
MasterCraft Heavy-Duty Interior Paint (L),Paint & Adhesives,42.24,65
AquaFlow Precision Screw 20mm,Fasteners,7.64,65
ToolMight Precision Circular Saw,Power Tools,76.76,12
ProFix Heavy-Duty Screw,Fasteners,13.74,192
Voltix Premium Cable Clips Pack,Consumables,28.73,253
Voltix Precision Garden Fork,Garden,98.74,7
ToolMight Quick-Fit Epoxy (ml),Paint & Adhesives,27.92,9
ToolMight Precision Interior Paint (L),Paint & Adhesives,28.15,46
BrightBuild Stainless Ball Valve,Plumbing,89.09,60
BrightBuild Multi-Purpose Hose Reel,Garden,38.97,20
ToolMight Industrial Impact Driver 20mm,Power Tools,65.97,17
SecureHold Multi-Purpose Garden Fork 300mm,Garden,27.02,47
BrightBuild Eco Cable Clips Pack,Consumables,19.26,158
AquaFlow Heavy-Duty Garden Fork,Garden,104.32,50
AquaFlow Multi-Purpose LED Bulb,Electrical,41.9,82
ToolMight Eco LED Bulb 10mm,Electrical,13.81,59
IronWorks Eco Socket Outlet 12mm,Electrical,18.08,87
SureGrip Stainless Safety Glasses 12mm,Safety,74.7,129
ProFix Stainless Epoxy (ml),Paint & Adhesives,11.53,46
SecureHold Premium Hinge 12mm,Hardware,4.4,80
SureGrip Quick-Fit Hinge,Hardware,75.64,16
SecureHold Premium Dust Mask,Safety,61.97,63
IronWorks Compact Chisel,Tools,103.65,7
HardPro Galvanized Angle Grinder,Power Tools,94.5,23
BrightBuild Quick-Fit Door Handle,Hardware,60.13,53
SureGrip Industrial Pipe (m),Plumbing,18.08,19
SureGrip Multi-Purpose Circular Saw 10mm,Power Tools,192.29,6
AquaFlow Industrial Cable Clips Pack 32mm,Consumables,11.88,137
SecureHold Premium Nut 300mm,Fasteners,9.77,140
HardPro Multi-Purpose Hinge 1/2inch,Hardware,13.02,78
AquaFlow Heavy-Duty Lockset 32mm,Hardware,47.02,72
SecureHold Premium Hose Reel 1/4inch,Garden,54.05,40
SecureHold Stainless Utility Knife 1/2inch,Tools,83.24,52
ToolMight Galvanized Screw,Fasteners,16.16,58
ProFix Precision Exterior Paint (L),Paint & Adhesives,12.18,28
AquaFlow Industrial Sprayer,Garden,99.7,27
BrightBuild Quick-Fit Sandpaper Pack 25mm,Consumables,29.03,62
IronWorks Precision Jigsaw 300mm,Power Tools,191.3,7
MasterCraft Precision Cabinet Knob 10mm,Hardware,53.56,18
HardPro Premium Sprayer,Garden,105.78,59
SecureHold Heavy-Duty Garden Fork 20mm,Garden,79.38,51
MasterCraft Eco Dust Mask,Safety,13.17,147
SureGrip Galvanized Sandpaper Pack 1/4inch,Consumables,1.21,196
ToolMight Premium Bolt 300mm,Fasteners,13.91,104
AquaFlow Quick-Fit Impact Driver 12mm,Power Tools,360.39,25
SureGrip Premium Work Gloves,Safety,7.57,102
BrightBuild Galvanized Tap Washer,Plumbing,36.26,10
BrightBuild Industrial Tap Washer,Plumbing,20.58,67
Voltix Eco Drill 16mm,Power Tools,383.52,10
SecureHold Compact Screw,Fasteners,9.71,176
ToolMight Precision Screwdriver Set,Tools,62.21,53
SecureHold Industrial Exterior Paint (L),Paint & Adhesives,20.3,16
SureGrip Stainless Interior Paint (L),Paint & Adhesives,11.52,7
HardPro Stainless Screw 16mm,Fasteners,11.86,174
SecureHold Galvanized Utility Knife,Tools,13.51,13
SureGrip Precision Adjustable Wrench 1/2inch,Tools,59.35,45
HardPro Quick-Fit Dust Mask 32mm,Safety,33.01,72
MasterCraft Galvanized Zip Ties Pack,Consumables,4.06,412
Voltix Premium Zip Ties Pack 12mm,Consumables,11.84,333
HardPro Multi-Purpose Switch,Electrical,19.48,111
SecureHold Compact Interior Paint (L),Paint & Adhesives,49.62,3
ToolMight Heavy-Duty Washer 250mm,Fasteners,11.43,146
ToolMight Heavy-Duty Pliers,Tools,47.55,35
AquaFlow Multi-Purpose Silicone Sealant (ml),Paint & Adhesives,50.43,29
MasterCraft Stainless Epoxy (ml),Paint & Adhesives,13.91,52
HardPro Premium Lockset 20mm,Hardware,69.23,74
SureGrip Multi-Purpose Epoxy (ml),Paint & Adhesives,25.62,31
HardPro Quick-Fit Zip Ties Pack 1/2inch,Consumables,11.81,37
Voltix Premium Pliers,Tools,38.04,44
SureGrip Quick-Fit Cabinet Knob,Hardware,49.92,37
SureGrip Multi-Purpose Pipe (m),Plumbing,55.53,8
Voltix Eco Socket Outlet,Electrical,62.57,79
AquaFlow Precision Door Handle,Hardware,33.93,68
BrightBuild Multi-Purpose Exterior Paint (L),Paint & Adhesives,43.52,51
SureGrip Heavy-Duty Adjustable Wrench 1/2inch,Tools,100.39,49
MasterCraft Quick-Fit Bolt 32mm,Fasteners,1.67,154
SecureHold Compact Interior Paint (L),Paint & Adhesives,46.72,31
SureGrip Eco Pipe (m),Plumbing,43.67,44
ProFix Quick-Fit Wood Glue (ml),Paint & Adhesives,5.26,64
AquaFlow Galvanized Work Gloves,Safety,28.58,177
SureGrip Premium Work Gloves,Safety,66.89,60
IronWorks Premium Tape Measure,Tools,23.41,24
IronWorks Precision Circular Saw,Power Tools,239.23,7
MasterCraft Industrial Silicone Sealant (ml),Paint & Adhesives,38.36,50
Voltix Compact Jigsaw,Power Tools,219.61,23
ToolMight Heavy-Duty Impact Driver 32mm,Power Tools,229.23,11
BrightBuild Eco Nails Pack,Consumables,2.59,255
AquaFlow Galvanized Ear Protection,Safety,62.84,93
SecureHold Heavy-Duty Washer,Fasteners,1.47,160
Voltix Multi-Purpose Ball Valve,Plumbing,27.02,11
MasterCraft Eco Hammer,Tools,94.16,34
SecureHold Compact Lockset,Hardware,73.7,27
HardPro Industrial Hose Reel,Garden,60.62,5
ToolMight Quick-Fit Exterior Paint (L),Paint & Adhesives,6.07,9
MasterCraft Industrial Epoxy (ml),Paint & Adhesives,10.54,26
IronWorks Heavy-Duty Ear Protection 300mm,Safety,75.71,176
Voltix Heavy-Duty Sandpaper Pack,Consumables,11.6,214
BrightBuild Heavy-Duty Angle Grinder,Power Tools,74.76,9
SecureHold Compact Anchor,Fasteners,16.52,141
BrightBuild Stainless Safety Glasses,Safety,31.44,163
AquaFlow Industrial Drill,Power Tools,484.8,24
MasterCraft Industrial Washer 25mm,Fasteners,3.61,135
MasterCraft Galvanized Extension Lead 300mm,Electrical,5.05,37
SureGrip Industrial Lockset 16mm,Hardware,71.53,79
IronWorks Quick-Fit Tap Washer 16mm,Plumbing,6.04,29
MasterCraft Multi-Purpose Sprayer,Garden,116.98,22
SureGrip Industrial Impact Driver 300mm,Power Tools,308.75,12
Voltix Quick-Fit Impact Driver,Power Tools,172.43,22
SecureHold Eco Teflon Tape 25mm,Plumbing,84.49,21
Voltix Precision Hose Reel 25mm,Garden,57.3,10
MasterCraft Galvanized LED Bulb,Electrical,20.49,105
BrightBuild Heavy-Duty Jigsaw 16mm,Power Tools,56.5,10
SecureHold Multi-Purpose Hammer 300mm,Tools,37.28,53
ToolMight Multi-Purpose Safety Glasses,Safety,37.66,193
BrightBuild Compact Lockset 10mm,Hardware,12.22,15
SureGrip Stainless Work Gloves,Safety,16.94,184
IronWorks Stainless Door Handle 12mm,Hardware,24.24,17
SecureHold Quick-Fit Handsaw,Tools,122.02,46
SecureHold Multi-Purpose Hinge,Hardware,64.14,70
ProFix Compact Pruning Shears,Garden,60.71,31
ToolMight Premium Wood Glue (ml),Paint & Adhesives,7.86,49
BrightBuild Multi-Purpose Nut,Fasteners,9.61,137
Voltix Stainless Socket Outlet,Electrical,84.94,21
HardPro Quick-Fit Pipe (m),Plumbing,14.82,41
Voltix Premium Hinge 1/4inch,Hardware,73.73,69
SureGrip Compact Work Gloves,Safety,24.31,125
MasterCraft Compact Screw 32mm,Fasteners,1.71,110
AquaFlow Eco Lockset,Hardware,31.62,72
IronWorks Heavy-Duty Circular Saw 20mm,Power Tools,228.8,24
IronWorks Galvanized Wire (m),Electrical,41.35,17
MasterCraft Compact Ear Protection 10mm,Safety,13.74,64
ProFix Industrial Screwdriver Set,Tools,69.19,20
SureGrip Premium Extension Lead 25mm,Electrical,51.0,15
ToolMight Heavy-Duty Circuit Breaker,Electrical,3.68,10
SureGrip Premium Cable Clips Pack,Consumables,4.79,122
ProFix Heavy-Duty Teflon Tape,Plumbing,34.12,30
SureGrip Industrial Exterior Paint (L),Paint & Adhesives,33.87,59
HardPro Multi-Purpose Teflon Tape 16mm,Plumbing,16.69,55
AquaFlow Multi-Purpose Screw,Fasteners,7.49,150
Voltix Compact Hose Reel,Garden,49.54,4
MasterCraft Heavy-Duty Tap Washer 250mm,Plumbing,46.67,76
MasterCraft Precision Washer,Fasteners,2.56,116
ToolMight Heavy-Duty Epoxy (ml),Paint & Adhesives,56.15,48
MasterCraft Galvanized Impact Driver,Power Tools,118.85,18
HardPro Eco Cable Clips Pack 1/2inch,Consumables,0.85,229
ProFix Heavy-Duty Zip Ties Pack 12mm,Consumables,2.97,159
MasterCraft Quick-Fit Door Handle 1/2inch,Hardware,16.46,19
ToolMight Industrial Socket Outlet,Electrical,24.05,13
HardPro Heavy-Duty Utility Knife,Tools,39.99,16
ProFix Compact Nut,Fasteners,2.4,173
ToolMight Premium Interior Paint (L),Paint & Adhesives,38.23,36
ToolMight Quick-Fit Bolt,Fasteners,6.72,93
ToolMight Multi-Purpose Hammer,Tools,109.5,40
HardPro Multi-Purpose Wood Glue (ml),Paint & Adhesives,20.21,28
SecureHold Eco Jigsaw 16mm,Power Tools,506.69,7
AquaFlow Premium Wire (m),Electrical,33.46,62
HardPro Industrial Wire (m),Electrical,14.18,16
SecureHold Multi-Purpose Pruning Shears,Garden,97.7,49
IronWorks Multi-Purpose Screw 10mm,Fasteners,10.37,90
MasterCraft Heavy-Duty Garden Fork 300mm,Garden,67.74,55
ProFix Premium Cabinet Knob,Hardware,43.68,11
SecureHold Galvanized Silicone Sealant (ml),Paint & Adhesives,58.04,53
ToolMight Stainless Hammer,Tools,84.34,36
MasterCraft Industrial Adjustable Wrench 12mm,Tools,96.83,27
SecureHold Industrial Nails Pack,Consumables,8.95,324
Voltix Multi-Purpose Pruning Shears,Garden,20.79,12
IronWorks Galvanized Epoxy (ml),Paint & Adhesives,34.17,26
BrightBuild Precision Drill,Power Tools,44.8,12
Voltix Premium Door Handle,Hardware,67.81,29
AquaFlow Compact Sprayer,Garden,81.65,10
MasterCraft Eco Teflon Tape,Plumbing,68.39,76
SecureHold Quick-Fit Dust Mask 12mm,Safety,3.66,24
AquaFlow Eco Pliers 250mm,Tools,100.45,27
ToolMight Multi-Purpose Hose Connector 20mm,Plumbing,98.34,28
ToolMight Quick-Fit Tap Washer,Plumbing,75.47,29
BrightBuild Compact Circular Saw,Power Tools,277.25,22
BrightBuild Quick-Fit Teflon Tape,Plumbing,14.21,35
ToolMight Precision Silicone Sealant (ml),Paint & Adhesives,50.22,43
ToolMight Precision Exterior Paint (L),Paint & Adhesives,30.67,56
ProFix Heavy-Duty Silicone Sealant (ml),Paint & Adhesives,22.33,54
ToolMight Premium Drill,Power Tools,380.26,18
HardPro Eco Handsaw 250mm,Tools,65.13,56
Voltix Precision Screwdriver Set 12mm,Tools,129.13,18
Voltix Stainless Wood Glue (ml),Paint & Adhesives,14.54,32
AquaFlow Compact Extension Lead,Electrical,14.86,85
ProFix Heavy-Duty Adjustable Wrench 32mm,Tools,16.74,49
MasterCraft Galvanized Nails Pack 20mm,Consumables,1.89,281
HardPro Industrial Nut,Fasteners,14.54,152
SureGrip Industrial Interior Paint (L),Paint & Adhesives,17.21,31
HardPro Industrial Door Handle,Hardware,5.44,84
MasterCraft Precision Impact Driver,Power Tools,284.5,23
HardPro Compact Handsaw 12mm,Tools,99.62,44
MasterCraft Precision Sprayer,Garden,38.21,41
ProFix Industrial Pipe (m),Plumbing,9.64,45
ToolMight Quick-Fit Circuit Breaker 32mm,Electrical,4.98,35
SecureHold Compact Hinge,Hardware,45.53,31
Voltix Stainless Pruning Shears,Garden,77.59,20
Voltix Premium LED Bulb,Electrical,69.64,114
ToolMight Precision Sandpaper Pack,Consumables,14.25,178
ToolMight Stainless Screw,Fasteners,6.21,69
Voltix Quick-Fit Dust Mask 250mm,Safety,26.76,137
Voltix Galvanized Lockset 250mm,Hardware,3.29,40
MasterCraft Premium Nails Pack,Consumables,14.84,64
HardPro Compact Door Handle 12mm,Hardware,12.13,77
HardPro Stainless Angle Grinder,Power Tools,77.24,17
SecureHold Quick-Fit Silicone Sealant (ml),Paint & Adhesives,34.94,58
HardPro Eco Sandpaper Pack,Consumables,0.93,120
AquaFlow Galvanized Hammer 250mm,Tools,95.28,16
MasterCraft Multi-Purpose Garden Fork,Garden,97.88,30
BrightBuild Eco Hose Reel,Garden,121.28,43
HardPro Quick-Fit Drill,Power Tools,224.95,6
SureGrip Precision Door Handle,Hardware,58.36,52
IronWorks Precision Garden Fork,Garden,50.7,7
AquaFlow Heavy-Duty Teflon Tape,Plumbing,21.78,41
ToolMight Eco Anchor 12mm,Fasteners,16.34,164
ToolMight Industrial Silicone Sealant (ml),Paint & Adhesives,21.01,29
IronWorks Precision Nut 25mm,Fasteners,8.31,118
IronWorks Multi-Purpose Teflon Tape,Plumbing,73.66,59
BrightBuild Multi-Purpose Circuit Breaker,Electrical,20.93,29
BrightBuild Stainless Jigsaw,Power Tools,250.53,22
AquaFlow Multi-Purpose Sprayer 16mm,Garden,71.66,9
Voltix Precision Switch 32mm,Electrical,69.63,39
Voltix Compact Tape Measure 1/2inch,Tools,75.29,19
ToolMight Premium Utility Knife,Tools,16.94,6
ToolMight Precision Nails Pack 32mm,Consumables,11.16,435
IronWorks Precision Hose Connector,Plumbing,3.69,50
ProFix Eco Ball Valve,Plumbing,35.48,61
BrightBuild Industrial Lockset,Hardware,35.95,75
SureGrip Precision Door Handle 16mm,Hardware,28.29,17
AquaFlow Compact Hinge,Hardware,8.14,52
ProFix Premium Socket Outlet 250mm,Electrical,32.31,94
Voltix Stainless Sprayer,Garden,38.99,37
ToolMight Compact Jigsaw,Power Tools,306.51,17
SecureHold Heavy-Duty Washer,Fasteners,12.55,103
SureGrip Eco Hose Reel 1/2inch,Garden,42.94,38
MasterCraft Multi-Purpose Impact Driver,Power Tools,313.68,10
Voltix Quick-Fit Interior Paint (L),Paint & Adhesives,38.55,61
Voltix Eco Tap Washer,Plumbing,57.12,53
MasterCraft Stainless Hose Connector,Plumbing,46.13,75
BrightBuild Heavy-Duty Hose Reel 25mm,Garden,40.36,23
ProFix Stainless Dust Mask 32mm,Safety,28.96,193
AquaFlow Industrial Sandpaper Pack,Consumables,10.58,290
SecureHold Stainless Hose Reel,Garden,112.28,13
ToolMight Heavy-Duty Teflon Tape 1/4inch,Plumbing,82.79,72
ToolMight Industrial Hammer,Tools,6.8,50
Voltix Multi-Purpose Wood Glue (ml),Paint & Adhesives,41.75,50
ProFix Heavy-Duty Sandpaper Pack,Consumables,26.27,305
ToolMight Quick-Fit Chisel,Tools,9.46,19
SecureHold Eco Tap Washer 12mm,Plumbing,30.01,68
Voltix Compact Utility Knife,Tools,26.31,48
Voltix Multi-Purpose Lockset 32mm,Hardware,18.28,41
BrightBuild Eco Anchor 1/2inch,Fasteners,5.3,115
MasterCraft Compact Drill 32mm,Power Tools,380.14,25
AquaFlow Eco Circuit Breaker 250mm,Electrical,34.45,55
SecureHold Compact Dust Mask 20mm,Safety,60.35,191
SureGrip Compact Dust Mask,Safety,9.5,54
HardPro Galvanized Sprayer,Garden,44.91,9
AquaFlow Compact Hose Connector,Plumbing,68.01,66
ProFix Precision Socket Outlet,Electrical,92.36,16
SureGrip Compact Circular Saw,Power Tools,176.27,7
AquaFlow Quick-Fit Cabinet Knob,Hardware,60.56,12
SureGrip Quick-Fit Work Gloves,Safety,20.16,74
SecureHold Premium Cable Clips Pack 1/4inch,Consumables,15.68,94
SecureHold Precision Safety Glasses 32mm,Safety,50.08,78
IronWorks Precision Pruning Shears 1/4inch,Garden,91.77,14
IronWorks Industrial Wire (m),Electrical,35.75,63
BrightBuild Quick-Fit Dust Mask,Safety,44.19,139
ProFix Stainless Pruning Shears 300mm,Garden,76.01,57
Voltix Heavy-Duty Pruning Shears 300mm,Garden,34.1,17
Voltix Stainless Impact Driver,Power Tools,242.85,19
ProFix Industrial Ball Valve,Plumbing,59.76,59
SureGrip Multi-Purpose Wood Glue (ml),Paint & Adhesives,25.97,3
MasterCraft Precision Adjustable Wrench,Tools,55.68,43
SecureHold Eco LED Bulb,Electrical,54.58,77
Voltix Quick-Fit Bolt 32mm,Fasteners,17.31,114
IronWorks Galvanized Hose Connector,Plumbing,26.49,68
IronWorks Heavy-Duty Pruning Shears 1/2inch,Garden,27.22,55
AquaFlow Galvanized Drill,Power Tools,286.9,12
AquaFlow Stainless Pipe (m),Plumbing,84.25,38
ToolMight Precision Safety Glasses,Safety,68.76,121
AquaFlow Eco Cable Clips Pack,Consumables,13.6,491
ProFix Eco Ear Protection,Safety,18.56,100
MasterCraft Industrial Cable Clips Pack 25mm,Consumables,3.07,440
AquaFlow Multi-Purpose Pipe (m),Plumbing,13.01,6
SureGrip Industrial Nut,Fasteners,3.46,82
SureGrip Galvanized Wire (m),Electrical,71.26,12
ToolMight Galvanized Door Handle 1/2inch,Hardware,57.95,75
BrightBuild Galvanized Utility Knife,Tools,152.08,30
SecureHold Quick-Fit Hammer,Tools,42.51,8
ProFix Galvanized Handsaw,Tools,66.29,56
AquaFlow Multi-Purpose Sandpaper Pack,Consumables,21.67,162
MasterCraft Stainless Hose Connector,Plumbing,60.49,7
Voltix Galvanized Utility Knife 16mm,Tools,88.91,47
ProFix Heavy-Duty LED Bulb 250mm,Electrical,7.0,64
MasterCraft Industrial Hammer,Tools,68.32,53
HardPro Premium Wood Glue (ml),Paint & Adhesives,38.58,43
SureGrip Heavy-Duty Interior Paint (L),Paint & Adhesives,34.31,60
SecureHold Multi-Purpose Work Gloves 250mm,Safety,51.77,84
SureGrip Premium Pruning Shears 250mm,Garden,44.37,39
ToolMight Premium Hinge 10mm,Hardware,19.61,28
SecureHold Industrial Garden Fork,Garden,25.34,11
HardPro Multi-Purpose Chisel,Tools,11.03,50
Voltix Quick-Fit Dust Mask,Safety,45.94,29
IronWorks Stainless Pruning Shears,Garden,85.1,41
SecureHold Eco Chisel,Tools,19.14,44
BrightBuild Industrial Sprayer 1/2inch,Garden,143.27,36
MasterCraft Industrial Cabinet Knob,Hardware,44.64,8
MasterCraft Industrial Exterior Paint (L),Paint & Adhesives,15.69,10
BrightBuild Quick-Fit Bolt 20mm,Fasteners,15.53,61
MasterCraft Compact Work Gloves,Safety,54.38,62
Voltix Eco Hinge 1/4inch,Hardware,32.84,19
BrightBuild Precision Nut,Fasteners,4.26,193
ToolMight Precision Socket Outlet,Electrical,48.08,52
SureGrip Stainless Extension Lead,Electrical,39.81,17
ProFix Quick-Fit Interior Paint (L),Paint & Adhesives,30.76,30
MasterCraft Premium Chisel 20mm,Tools,98.2,36
HardPro Precision Nut 16mm,Fasteners,17.97,65
ProFix Galvanized Silicone Sealant (ml),Paint & Adhesives,4.35,47
SureGrip Industrial Work Gloves,Safety,47.21,126
SecureHold Stainless Handsaw,Tools,84.9,39
ProFix Galvanized Cabinet Knob,Hardware,85.55,81
MasterCraft Eco Drill 1/2inch,Power Tools,188.54,5
HardPro Heavy-Duty Drill 1/2inch,Power Tools,312.14,19
SecureHold Stainless Hinge,Hardware,38.08,47
ProFix Heavy-Duty Safety Glasses 16mm,Safety,55.4,178
ToolMight Quick-Fit Cable Clips Pack,Consumables,14.87,112
HardPro Multi-Purpose Teflon Tape 10mm,Plumbing,41.69,80
BrightBuild Galvanized Garden Fork 12mm,Garden,32.11,10
SecureHold Industrial Epoxy (ml),Paint & Adhesives,53.36,5
MasterCraft Industrial Drill 32mm,Power Tools,458.9,10
Voltix Multi-Purpose Nut,Fasteners,6.01,78
MasterCraft Eco Wood Glue (ml),Paint & Adhesives,49.3,58
MasterCraft Galvanized Circular Saw,Power Tools,493.42,4
MasterCraft Eco Adjustable Wrench 1/2inch,Tools,85.01,44
ToolMight Heavy-Duty Extension Lead 16mm,Electrical,63.53,98
MasterCraft Stainless Tap Washer 10mm,Plumbing,30.84,44
SureGrip Stainless Screw,Fasteners,11.77,113
SureGrip Multi-Purpose Sandpaper Pack,Consumables,1.46,334
SecureHold Industrial Washer 12mm,Fasteners,1.39,55
SureGrip Stainless Lockset,Hardware,48.6,6
ToolMight Galvanized Zip Ties Pack,Consumables,4.91,59
Voltix Stainless Tap Washer,Plumbing,41.33,10
HardPro Premium Screw,Fasteners,6.02,113
MasterCraft Heavy-Duty Epoxy (ml),Paint & Adhesives,48.34,15
HardPro Quick-Fit Silicone Sealant (ml),Paint & Adhesives,56.14,48
MasterCraft Industrial Sandpaper Pack,Consumables,22.4,112
ProFix Galvanized Ball Valve,Plumbing,93.2,51
ProFix Eco Hose Connector,Plumbing,21.83,56
ToolMight Industrial Drill 300mm,Power Tools,330.11,18
ProFix Eco Pruning Shears,Garden,23.73,22
Voltix Heavy-Duty Tap Washer 300mm,Plumbing,106.63,38
Voltix Multi-Purpose Circuit Breaker,Electrical,40.8,86
BrightBuild Stainless Dust Mask 20mm,Safety,17.77,164
AquaFlow Premium Cabinet Knob 250mm,Hardware,45.49,36
SureGrip Galvanized Wire (m),Electrical,36.04,99
SureGrip Premium Hose Reel 250mm,Garden,44.07,14
HardPro Premium LED Bulb,Electrical,8.75,97
SureGrip Compact Circular Saw,Power Tools,345.36,13
ProFix Stainless Anchor,Fasteners,1.12,160
BrightBuild Eco Teflon Tape 250mm,Plumbing,104.55,74
MasterCraft Multi-Purpose Extension Lead 300mm,Electrical,36.99,119
AquaFlow Premium Screw 10mm,Fasteners,9.04,161
SureGrip Compact Socket Outlet 16mm,Electrical,69.49,68
IronWorks Heavy-Duty Safety Glasses 1/4inch,Safety,28.25,19
MasterCraft Eco Lockset 250mm,Hardware,17.54,66
MasterCraft Precision Pipe (m),Plumbing,95.01,39
SureGrip Precision Lockset,Hardware,57.11,71
Voltix Premium Lockset 1/4inch,Hardware,62.59,61
ProFix Quick-Fit Pruning Shears 250mm,Garden,83.85,35
ToolMight Industrial Ball Valve,Plumbing,66.74,56
SureGrip Multi-Purpose Sprayer,Garden,124.66,43
IronWorks Precision Impact Driver 25mm,Power Tools,207.88,10
AquaFlow Industrial Extension Lead,Electrical,35.47,114
IronWorks Multi-Purpose Jigsaw,Power Tools,185.58,4
BrightBuild Industrial Impact Driver 16mm,Power Tools,505.01,24
SureGrip Multi-Purpose Switch,Electrical,78.34,48
AquaFlow Premium Switch 250mm,Electrical,33.64,105
ProFix Compact Angle Grinder 10mm,Power Tools,49.43,13
MasterCraft Stainless Lockset,Hardware,23.07,6
BrightBuild Industrial Ball Valve,Plumbing,4.95,58
MasterCraft Galvanized Nails Pack 250mm,Consumables,12.59,461
BrightBuild Premium Epoxy (ml),Paint & Adhesives,5.45,55
MasterCraft Compact Safety Glasses 1/2inch,Safety,46.52,37
ToolMight Precision Socket Outlet 25mm,Electrical,24.12,99
IronWorks Quick-Fit Garden Fork,Garden,80.91,60
AquaFlow Quick-Fit Wire (m),Electrical,64.29,84
ProFix Premium Lockset,Hardware,24.4,17
IronWorks Multi-Purpose Sprayer 20mm,Garden,23.84,27
ProFix Multi-Purpose Sprayer 250mm,Garden,125.8,27
